0,mildew,MN,0.082443
0,mildew,MW,3.7e-05
0,mildew,MF,2.1e-05
0,mildew,WMF,1.6e-05
0,mildew,PE,3.1e-05
1,mildew,MN,0.199994
1,mildew,MW,5.6e-05
1,mildew,MF,3.9e-05
1,mildew,WMF,1.7e-05
1,mildew,PE,2.8e-05
2,mildew,MN,0.025586
2,mildew,MW,2.3e-05
2,mildew,MF,1.8e-05
2,mildew,WMF,1.9e-05
2,mildew,PE,3.9e-05
3,mildew,MN,0.067367
3,mildew,MW,1.7e-05
3,mildew,MF,1.4e-05
3,mildew,WMF,1.5e-05
3,mildew,PE,3.8e-05
4,mildew,MN,0.066385
4,mildew,MW,3.1e-05
4,mildew,MF,2.1e-05
4,mildew,WMF,1.7e-05
4,mildew,PE,2.8e-05
5,mildew,MN,2.07317
5,mildew,MW,2.8e-05
5,mildew,MF,2.1e-05
5,mildew,WMF,1.6e-05
5,mildew,PE,2.9e-05
6,mildew,MN,0.192089
6,mildew,MW,2.9e-05
6,mildew,MF,1.5e-05
6,mildew,WMF,2.3e-05
6,mildew,PE,3.2e-05
7,mildew,MN,0.066998
7,mildew,MW,1.7e-05
7,mildew,MF,1.3e-05
7,mildew,WMF,1.4e-05
7,mildew,PE,3.9e-05
8,mildew,MN,0.125225
8,mildew,MW,2.8e-05
8,mildew,MF,2.1e-05
8,mildew,WMF,1.7e-05
8,mildew,PE,3.1e-05
9,mildew,MN,1.28941
9,mildew,MW,2.9e-05
9,mildew,MF,2.2e-05
9,mildew,WMF,1.8e-05
9,mildew,PE,2.9e-05
10,mildew,MN,0.104455
10,mildew,MW,2.3e-05
10,mildew,MF,1.8e-05
10,mildew,WMF,1.8e-05
10,mildew,PE,3.7e-05
11,mildew,MN,0.040288
11,mildew,MW,2.7e-05
11,mildew,MF,3.4e-05
11,mildew,WMF,4e-05
11,mildew,PE,3.2e-05
12,mildew,MN,0.069386
12,mildew,MW,1.8e-05
12,mildew,MF,1.2e-05
12,mildew,WMF,1.4e-05
12,mildew,PE,5.1e-05
13,mildew,MN,0.024489
13,mildew,MW,2.2e-05
13,mildew,MF,1.5e-05
13,mildew,WMF,1.8e-05
13,mildew,PE,4.2e-05
14,mildew,MN,0.048815
14,mildew,MW,1.7e-05
14,mildew,MF,1.3e-05
14,mildew,WMF,5.6e-05
14,mildew,PE,3.1e-05
15,mildew,MN,0.070286
15,mildew,MW,2.8e-05
15,mildew,MF,2.1e-05
